tweet_id,text,name,rating,dog_category,dog_specie,prediction_confidence,retweet_count,favorite_count,date
805958939288408065,"RT @dog_rates: This is Penny. She fought a bee and the bee won. 10/10 you're fine Penny, everything's fine https://t.co/zrMVdfFej6",Penny,1.0,None,Irish_setter,0.574557,5019,0,2016-12-06
805932879469572096,This is Major. He put on a tie for his first real walk. Only a little crooked. Can also drool upwards. H*ckin talented. 12/10 https://t.co/Zcwr8LgoO8,Major,1.2,None,Norwegian_elkhound,0.657967,1803,7886,2016-12-06
805826884734976000,This is Duke. He is not a fan of the pupporazzi. 12/10 https://t.co/SgpBVYIL18,Duke,1.2,puppo,Siberian_husky,0.248926,1717,6246,2016-12-05
805520635690676224,This is Zeke the Wonder Dog. He never let that poor man keep his frisbees. One of the Spartans all time greatest receivers. 13/10 RIP Zeke https://t.co/zacX7S6GyJ,Zeke,1.3,None,malinois,0.643147,1552,5487,2016-12-04
805207613751304193,This is Shooter. He's doing quite the snowy zoom. 12/10 https://t.co/lHy4Xbyhd9,Shooter,1.2,None,Pembroke,0.244705,1628,7483,2016-12-04
804738756058218496,This is Django. He accidentally opened the front facing camera. Did him quite the frighten. 12/10 https://t.co/kQVQoOW9NZ,Django,1.2,None,Tibetan_mastiff,0.91579,3603,13000,2016-12-02
804413760345620481,RT @dog_rates: This is Rusty. He's going D1 for sure. Insane vertical. 13/10 would draft https://t.co/AsykOwMrXQ,Rusty,1.3,None,chow,0.0903414,3013,0,2016-12-01
803773340896923648,This is Diogi. He fell in the pool as soon as he was brought home. Clumsy puppo. 12/10 would pet until dry https://t.co/ZxeRjMKaWt,Diogi,1.2,puppo,miniature_pinscher,0.817066,2591,9570,2016-11-30
803692223237865472,RT @dog_rates: I present to you... Dog Jesus. 13/10 (he could be sitting on a rock but I doubt it) https://t.co/fR1P3g5I6k,None,1.3,None,Lakeland_terrier,0.530104,6932,0,2016-11-29
803638050916102144,Pupper hath acquire enemy. 13/10 https://t.co/ns9qoElfsX,None,1.3,pupper,Labrador_retriever,0.372776,3887,10384,2016-11-29
803276597545603072,This is Winston. His selfie game is legendary. Will steal your girl with a single snap. 11/10 handsome as h*ck https://t.co/jxQhxoPsgL,Winston,1.1,None,Pembroke,0.457086,2300,9561,2016-11-28
802952499103731712,This is Marley. She's having a ruff day. Pretty pupset. 12/10 would assist https://t.co/yLm7hQ6UXh,Marley,1.2,None,chow,0.944032,1875,8584,2016-11-27
802624713319034886,"RT @dog_rates: ""Yep... just as I suspected. You're not flossing."" 12/10 and 11/10 for the pup not flossing https://t.co/SuXcI9B7pQ",None,1.2,None,cocker_spaniel,0.253442,2727,0,2016-11-26
802572683846291456,This is Winnie. She's h*ckin ferocious. Dandelion doesn't even see her coming. 12/10 would pet with caution https://t.co/EFfLCP7oQv,Winnie,1.2,None,golden_retriever,0.610171,2359,8525,2016-11-26
802265048156610565,"Like doggo, like pupper version 2. Both 11/10 https://t.co/9IxWAXFqze",None,1.1,doggo,Labrador_retriever,0.8971620000000001,1299,6629,2016-11-25
802239329049477120,This is Loki. He'll do your taxes for you. Can also make room in your budget for all the things you bought today. 12/10 what a puppo https://t.co/5oWrHCWg87,Loki,1.2,puppo,Eskimo_dog,0.482498,2460,8655,2016-11-25
801958328846974976,This is Ronnie. He hopes you're having a great day. Nifty tongue slip. 12/10 would pat head approvingly https://t.co/4fY2bsAm65,Ronnie,1.2,None,Staffordshire_bullterrier,0.327887,1598,7371,2016-11-25
801538201127157760,This is Wallace. He'll be your chau-fur this evening. 12/10 eyes on the road Wallace https://t.co/p1RD39XjUe,Wallace,1.2,None,Pembroke,0.550506,1954,7824,2016-11-23
801167903437357056,This is Milo. I would do terrible things for Milo. 13/10 https://t.co/R6wJyC2Tey,Milo,1.3,None,cocker_spaniel,0.74022,5525,23196,2016-11-22
801115127852503040,This is Bones. He's being haunted by another doggo of roughly the same size. 12/10 deep breaths pupper everything's fine https://t.co/55Dqe0SJNj,Bones,1.2,doggo,dalmatian,0.823356,1985,7684,2016-11-22
800751577355128832,Say hello to Mauve and Murphy. They're rather h*ckin filthy. Preferred nap over bath. Both 12/10 https://t.co/4UwCTW3lXG,Mauve,1.2,None,cocker_spaniel,0.771984,2638,10096,2016-11-21
800513324630806528,This is Chef. Chef loves everyone and wants everyone to love each other. 11/10 https://t.co/ILHGs0e6Dm,Chef,1.1,None,Pembroke,0.8289040000000001,2834,12508,2016-11-21
800388270626521089,This is Doc. He takes time out of every day to worship our plant overlords. 12/10 quite the floofer https://t.co/azMneS6Ly5,Doc,1.2,floofer,golden_retriever,0.35986,2638,10627,2016-11-20
800141422401830912,This is Peaches. She's the ultimate selfie sidekick. Super sneaky tongue slip appreciated. 13/10 https://t.co/pbKOesr8Tg,Peaches,1.3,None,golden_retriever,0.938048,2396,14523,2016-11-20
799774291445383169,RT @dog_rates: This is Tucker. He would like a hug. 13/10 someone hug him https://t.co/wdgY9oHPrT,Tucker,1.3,None,chow,0.316565,4375,0,2016-11-19
799757965289017345,This is Sobe. She's a h*ckin happy doggo. Only one leg tho. Must have good balance. 13/10 would smile back https://t.co/OiH8PaOxB1,Sobe,1.3,doggo,Border_collie,0.442534,2004,7983,2016-11-18
799422933579902976,This is Longfellow (prolly sophisticated). He's a North Appalachian Oatzenjammer. Concerned about wrinkled feets. 12/10 would hug softly https://t.co/bpLuQuxzHZ,Longfellow,1.2,None,miniature_pinscher,0.58363,1801,7691,2016-11-18
799297110730567681,This is Jeffrey. He's quite the jokester. Takes it too far sometimes. Still 11/10 would pet https://t.co/YDtZcAiMAf,Jeffrey,1.1,None,malamute,0.985028,2569,9392,2016-11-17
799063482566066176,This is Mister. He only wears the most fashionable af headwear. 11/10 h*ckin stylish https://t.co/BXJFKOVnJm,Mister,1.1,None,Norfolk_terrier,0.334436,2342,7699,2016-11-17
798933969379225600,This is Iroh. He's in a predicament. 12/10 someone help him https://t.co/KJAKO2kXsL,Iroh,1.2,None,Siberian_husky,0.703224,4162,12434,2016-11-16
798925684722855936,This is Shadow. He's a firm believer that they're all good dogs. H*ckin passionate about it too. 11/10 I stand with Shadow https://t.co/8yvpacwBcu,Shadow,1.1,None,West_Highland_white_terrier,0.539463,1362,7164,2016-11-16
798697898615730177,RT @dog_rates: This is Stubert. He just arrived. 10/10 https://t.co/HVGs5aAKAn,Stubert,1.0,None,Labrador_retriever,0.8686709999999999,6103,0,2016-11-16
798694562394996736,"RT @dog_rates: I'm not sure what's happening here, but it's pretty spectacular. 12/10 for both https://t.co/JKXh0NbBNL",None,1.2,None,Chihuahua,0.615163,4645,0,2016-11-16
798665375516884993,RT @dog_rates: This is Lola. She fell asleep on a piece of pizza. 10/10 frighteningly relatable https://t.co/eqmkr2gmPH,Lola,1.0,None,chow,0.243529,3679,0,2016-11-15
798644042770751489,RT @dog_rates: This is Paull. He just stubbed his toe. 10/10 deep breaths Paull https://t.co/J5Mqn8VeYq,Paull,1.0,None,English_springer,0.403698,1746,0,2016-11-15
798628517273620480,RT @dog_rates: This a Norwegian Pewterschmidt named Tickles. Ears for days. 12/10 I care deeply for Tickles https://t.co/0aDF62KVP7,None,1.2,None,beagle,0.636169,1867,0,2016-11-15
798340744599797760,RT @dog_rates: This is Davey. He'll have your daughter home by 8. Just a stand up pup. 11/10 would introduce to mom https://t.co/E6bGWf9EOm,Davey,1.1,None,papillon,0.53318,3143,0,2016-11-15
798209839306514432,This is Cooper. His bow tie was too heavy for the front so he moved it to the side. Balanced af now. 13/10 https://t.co/jG1PAFkB81,Cooper,1.3,None,Pekinese,0.524583,2425,9931,2016-11-14
797971864723324932,Here's a helicopter pupper. He takes off at random. H*ckin hard to control. 12/10 rare af https://t.co/GRWPgNKt2z,None,1.2,pupper,American_Staffordshire_terrier,0.489845,2893,10965,2016-11-14
797545162159308800,This is Cassie. She steals things. Guilt increases slightly each time. 12/10 would forgive almost immediately https://t.co/Ia19irLwyB,Cassie,1.2,None,Pembroke,0.954089,4621,13892,2016-11-12
797236660651966464,This is Pancake. She loves Batman and winks like a h*ckin champ. 12/10 real crowd pleaser https://t.co/6kqsAjJNhi,Pancake,1.2,None,collie,0.767005,6167,18954,2016-11-12
796865951799083009,This is Tyr. He's just checking on you. Nifty af tongue slip. 12/10 would absolutely pet https://t.co/Jgnuiyvq06,Tyr,1.2,None,Cardigan,0.8391290000000001,1830,7318,2016-11-11
796759840936919040,Say hello to Romeo. He was just told that it's too cold for the pool. H*ckin nonsense. 11/10 would help fill up https://t.co/6hx7ur6sNI,Romeo,1.1,None,American_Staffordshire_terrier,0.463996,2837,11218,2016-11-10
796484825502875648,Here's a sleepy doggo that requested some assistance. 12/10 would carry everywhere https://t.co/bvkkqOjNDV,None,1.2,doggo,cocker_spaniel,0.116924,1654,7190,2016-11-09
796387464403357696,This is Snicku. He's having trouble reading because he's a dog. Glasses only helped a little. Nap preferred. 12/10 would snug well https://t.co/cVLUasbKA5,Snicku,1.2,None,Pekinese,0.461164,3893,10468,2016-11-09
796177847564038144,RT @dog_rates: This is Ruby. She just turned on the news. Officially terrified. 11/10 deep breaths Ruby https://t.co/y5KarNXWXt,Ruby,1.1,None,golden_retriever,0.600276,13388,0,2016-11-09
796149749086875649,This is Ruby. She just turned on the news. Officially terrified. 11/10 deep breaths Ruby https://t.co/y5KarNXWXt,Ruby,1.1,None,golden_retriever,0.600276,13388,30549,2016-11-09
796116448414461957,I didn't believe it at first but now I can see that voter fraud is a serious h*ckin issue. 11/10 https://t.co/7i0bDMbrVN,None,1.1,None,Cardigan,0.700182,2254,8649,2016-11-08
796080075804475393,This is Yogi. He's 98% floof. Snuggable af. 12/10 https://t.co/opoXKxmfFm,Yogi,1.2,None,chow,0.973846,2171,8028,2016-11-08
796031486298386433,This is Daisy. She's here to make your day better. 13/10 mission h*ckin successful https://t.co/PbgvuD0qIL,Daisy,1.3,None,golden_retriever,0.893775,3503,10283,2016-11-08
795464331001561088,Elder doggo does a splash. Both 13/10 incredible stuff https://t.co/gBUDjdEcqz,None,1.3,doggo,golden_retriever,0.193082,21992,46842,2016-11-07
795400264262053889,This is Brody. He's trying to make the same face as the football. 12/10 https://t.co/2H4MfOGlpQ,Brody,1.2,None,golden_retriever,0.925494,2687,9521,2016-11-06
794983741416415232,RT @dog_rates: This is Rizzy. She smiles a lot. 12/10 contagious af https://t.co/TU4sZogVIq,Rizzy,1.2,None,schipperke,0.363272,3161,0,2016-11-05
794355576146903043,RT @dog_rates: This is Butter. She can have whatever she wants forever. 12/10 would hug softly https://t.co/x5gXRS1abq,Butter,1.2,None,cocker_spaniel,0.500509,9672,0,2016-11-04
794332329137291264,This is Nimbus (like the cloud). He just bought this fancy af duck raincoat. Only protects one ear tho. 12/10 so h*ckin floofy https://t.co/SIQbb8c3AU,Nimbus,1.2,None,Samoyed,0.988307,2540,9141,2016-11-04
793962221541933056,This is Maximus. His face is stuck like that. Tragic really. Great tongue tho. 12/10 would pet firmly https://t.co/xIfrsMNLBR,Maximus,1.2,None,Labrador_retriever,0.8616510000000001,4583,15923,2016-11-02
793845145112371200,This is Clark. He was just caught wearing pants. 13/10 game-changing af https://t.co/2Xo19aPrG5,Clark,1.3,None,Old_English_sheepdog,0.7652770000000001,1750,8780,2016-11-02
793614319594401792,RT @dog_rates: When she says you're a good boy and you know you're a good boy because you're a good boy. 13/10 https://t.co/O5IUmRHRIh,None,1.3,None,golden_retriever,0.705092,2931,0,2016-11-02
793601777308463104,This is Dobby. I can't stop looking at her feet. 12/10 would absolutely snug https://t.co/LhzPWv6rTv,Dobby,1.2,None,miniature_pinscher,0.538981,1519,7586,2016-11-01
793500921481273345,This is Fiona. She's an extremely mediocre copilot. Very distracting. Wink makes up for all the missed turns. 12/10 https://t.co/aF5MmpvPqN,Fiona,1.2,None,golden_retriever,0.3261219999999999,2237,10133,2016-11-01
793286476301799424,This is Moreton. He's the Good Boy Who Lived. 13/10 magical as h*ck https://t.co/rLHGx3VAF3,Moreton,1.3,None,Afghan_hound,0.2746369999999999,8603,23366,2016-11-01
793271401113350145,Meet Dave. It's his favorite day of the year. He gets to fulfill his dream of being a dinosaur. 12/10 inspirational af https://t.co/MgQSdfZGPN,Dave,1.2,None,Siberian_husky,0.2316949999999999,2249,8260,2016-11-01
793256262322548741,Oh h*ck look at this spookling right here. Fright level off the charts. 12/10 sufficiently spooked https://t.co/BNy9IIJMb0,None,1.2,None,basset,0.2076219999999999,7812,18953,2016-11-01
793241302385262592,This is Tucker. He's out here bustin h*ckin ghosts. 13/10 dedicated af https://t.co/Ap477GhwXt,Tucker,1.3,None,golden_retriever,0.559308,3080,10003,2016-11-01
793226087023144960,"This is Juno. She spooked me up real good, but only to get my attention. Above average handwriting for a dog I think. 11/10 https://t.co/hFxxBCWlwj",Juno,1.1,None,wire-haired_fox_terrier,0.456047,2719,9293,2016-10-31
793195938047070209,Say hello to Lily. She's pupset that her costume doesn't fit as well as last year. 12/10 poor puppo https://t.co/YSi6K1firY,Lily,1.2,puppo,Labrador_retriever,0.654762,5282,14470,2016-10-31
793180763617361921,This is Newt. He's a strawberry. 11/10 https://t.co/2VhmlwxA1Q,Newt,1.1,None,Lakeland_terrier,0.266824,1867,6576,2016-10-31
793165685325201412,This is Benji. He's Air Bud. It's a low effort costume but he pulls it off rather h*ckin well. 12/10 would happily get dunked on https://t.co/IbzT7DJvBo,Benji,1.2,None,golden_retriever,0.946224,2630,8916,2016-10-31
793150605191548928,This is Nida. She's a free elf. Waited so long for this day. 11/10 https://t.co/3lE8Izgmkf,Nida,1.1,None,Italian_greyhound,0.193869,1597,5857,2016-10-31
793120401413079041,"This is Robin. She's desperately trying to do me a frighten, but her tongue drastically decreases her spook value. Still 11/10 great effort https://t.co/sxMrsOZ8zb",Robin,1.1,None,Labrador_retriever,0.7249439999999999,3692,12039,2016-10-31
792773781206999040,This is Monster. Not an actual monster tho. He's showing you his tongue. Very impressive Monster. 12/10 would snug https://t.co/RhaPExuxJL,Monster,1.2,None,Yorkshire_terrier,0.912804,1573,7002,2016-10-30
792394556390137856,Meet BeBe. She rocks the messy bun of your dreams. H*ckin flawless. 12/10 would watch her tutorial https://t.co/of0pFNBIl8,BeBe,1.2,None,cocker_spaniel,0.746387,4018,12737,2016-10-29
792050063153438720,This is Remus. He's a mop that came to life. Can't see anything. Constantly trips over himself. Still a very good dog. 11/10 https://t.co/S3f1SYylzu,Remus,1.1,None,komondor,0.942856,1673,6780,2016-10-28
791672322847637504,When she says you're a good boy and you know you're a good boy because you're a good boy. 13/10 https://t.co/O5IUmRHRIh,None,1.3,None,golden_retriever,0.705092,2931,11159,2016-10-27
791406955684368384,Say hello to Levi. He's a Madagascan Butterbop. One of the more docile Butterbops I've seen. 12/10 would give all the pets https://t.co/Zcw9Sccctc,Levi,1.2,None,Pembroke,0.972629,3861,12496,2016-10-26
791312159183634433,This is Mabel. She's super h*ckin smol. Portable af. Comes with the smol shoe. 12/10 would keep in frocket https://t.co/GGJvxYt3xK,Mabel,1.2,None,miniature_pinscher,0.892925,2368,8326,2016-10-26
791026214425268224,RT @dog_rates: This is Alfie. He's touching a butt. Couldn't be happier. 11/10 https://t.co/gx3xF5mZbo,Alfie,1.1,None,malamute,0.375098,3820,0,2016-10-25
790987426131050500,This is Misty. She has a cowboy hat on her nose. 12/10 https://t.co/Eno0mypHIr,Misty,1.2,None,cocker_spaniel,0.349195,1992,9315,2016-10-25
790698755171364864,This is Mosby. He appears to be rather h*ckin snuggable af. 12/10 keep it up Mosby https://t.co/IiiBq460I7,Mosby,1.2,None,Bernese_mountain_dog,0.996541,1808,7808,2016-10-24
790337589677002753,Meet Maggie. She can hear your cells divide. 12/10 can also probably fly https://t.co/ovE2hqXryV,Maggie,1.2,None,Pembroke,0.658808,1770,7422,2016-10-23
790277117346975746,This is Bruce. He never backs down from a challenge. 11/10 you got this Bruce https://t.co/aI7umZHIq7,Bruce,1.1,None,Labrador_retriever,0.427742,2960,11914,2016-10-23
789628658055020548,This is Eli. He can fly. 13/10 magical af https://t.co/huPSJJ7FDI,Eli,1.3,None,chow,0.260702,1651,7086,2016-10-22
789599242079838210,This is Brownie. She's wearing a Halloween themed onesie. 12/10 festive af https://t.co/0R4meWXFOx,Brownie,1.2,None,Chesapeake_Bay_retriever,0.8788219999999999,1797,6387,2016-10-21
789530877013393408,This is Rizzy. She smiles a lot. 12/10 contagious af https://t.co/TU4sZogVIq,Rizzy,1.2,None,schipperke,0.363272,3161,11098,2016-10-21
789268448748703744,This is Stella. She's happier than I will ever be. 10/10 would trade lives with https://t.co/JSs2bfDtTS,Stella,1.0,None,malamute,0.81286,2450,8671,2016-10-21
789137962068021249,This is Bo. He's a West Congolese Bugaboop Snuggle. Rather exotic. Master of the head tilt. 12/10 would pay to pet https://t.co/2jwxxtNzoN,Bo,1.2,None,Chihuahua,0.746135,2609,9230,2016-10-20
788765914992902144,This is Butter. She can have whatever she wants forever. 12/10 would hug softly https://t.co/x5gXRS1abq,Butter,1.2,None,cocker_spaniel,0.500509,9672,25931,2016-10-19
788412144018661376,This is Dexter. He breaks hearts for a living. 11/10 h*ckin handsome af https://t.co/4DhSsC1W7S,Dexter,1.1,None,golden_retriever,0.805238,4932,14734,2016-10-18
788178268662984705,Atlas is back and this time he's got doggles. Still 13/10 solarly conscious af https://t.co/s7MgFWDySc,None,1.3,None,Samoyed,0.73548,1981,6906,2016-10-18
788150585577050112,This is Leo. He's a golden chow. Rather h*ckin rare. 13/10 would give extra pats https://t.co/xosHjFzVXc,Leo,1.3,None,chow,0.814145,1202,5803,2016-10-17
788070120937619456,RT @dog_rates: This is Bo and Ty. Bo eats paper and Ty felt left out. 11/10 for both https://t.co/1acHQS8rvK,Bo,1.1,None,golden_retriever,0.735163,3217,0,2016-10-17
787810552592695296,This is Frank. He wears sunglasses and walks himself. 11/10 I'll never be this cool or independent https://t.co/pNNjBtHWPc,Frank,1.1,None,pug,0.362835,2842,8158,2016-10-17
787717603741622272,This is Tonks. She is a service puppo. Can hear a caterpillar hiccup from 7 miles away. 13/10 would follow anywhere https://t.co/i622ZbWkUp,Tonks,1.3,puppo,German_shepherd,0.992339,2588,9715,2016-10-16
787397959788929025,This is Moose. He's rather h*ckin dangerous (you can tell by the collar). 11/10 would still attempt to snug https://t.co/lHVHGdDzb3,Moose,1.1,None,Chihuahua,0.900483,2670,10341,2016-10-15
786963064373534720,This is Rory. He's got an interview in a few minutes. Looking spiffy af. Nervous as h*ck tho. 12/10 would hire https://t.co/ibj5g6xaAj,Rory,1.2,None,golden_retriever,0.915303,7435,25298,2016-10-14
786709082849828864,"This is Logan, the Chow who lived. He solemnly swears he's up to lots of good. H*ckin magical af 9.75/10 https://t.co/yBO5wuqaPS",Logan,1.7,None,Pomeranian,0.467321,5735,17374,2016-10-13
786664955043049472,"""Honestly Kathleen I just want more Ken Bone"" 12/10 https://t.co/HmlEvAMP4r",None,1.2,None,Leonberg,0.512034,2366,10059,2016-10-13
786595970293370880,This is Dale. He's a real spookster. Did me quite the frighten. 11/10 not too spooky to pet tho https://t.co/L8BWDD4oBX,Dale,1.1,None,Pembroke,0.709512,2921,8986,2016-10-13
786363235746385920,This is Rizzo. He has many talents. A true renaissance doggo. 13/10 entertaining af https://t.co/TVXpEJB7Wn,Rizzo,1.3,doggo,golden_retriever,0.929266,3222,10287,2016-10-13
786233965241827333,This is Mattie. She's extremely dangerous. Will bite your h*ckin finger right off. Still 11/10 would pet with caution https://t.co/78c9W8kLFh,Mattie,1.1,None,Labrador_retriever,0.478193,4384,14419,2016-10-12
786036967502913536,RT @dog_rates: This is Scout. He really wants to kiss himself. H*ckin inappropriate. 11/10 narcissistic af https://t.co/x0gV2Ck3AD,Scout,1.1,None,golden_retriever,0.99383,6506,0,2016-10-12
785872687017132033,Meet Rusty. He appears to be rather h*ckin fluffy. Also downright adorable af. 12/10 would rub my face against his https://t.co/1j9kLGb4wV,Rusty,1.2,None,Great_Pyrenees,0.392108,1674,6348,2016-10-11
785533386513321988,This is Dallas. Her tongue is ridiculous. 11/10 h*ckin proud af https://t.co/h4jhlH4EyG,Dallas,1.1,None,miniature_pinscher,0.4360229999999999,1843,8598,2016-10-10
784826020293709826,This is Rusty. He's going D1 for sure. Insane vertical. 13/10 would draft https://t.co/AsykOwMrXQ,Rusty,1.3,None,chow,0.0903414,3013,9582,2016-10-08
784517518371221505,This is Frankie. He has yet to learn how to control his tongue. 11/10 maybe one day https://t.co/p6fgYe2dB6,Frankie,1.1,None,malamute,0.757764,2368,8502,2016-10-07
784431430411685888,This is Stormy. He's curly af. Already pupared for Coachella next year. 12/10 https://t.co/PHA1vtqqpt,Stormy,1.2,None,miniature_poodle,0.744819,1184,5449,2016-10-07
783821107061198850,This is Mairi. She has mastered the art of camouflage. 12/10 h*ckin sneaky af https://t.co/STcPjiNAHp,Mairi,1.2,None,Lakeland_terrier,0.265659,1830,6994,2016-10-06
783695101801398276,This is Loomis. He's the leader of the Kenneth search party. The passion is almost overwhelming. 12/10 one day he will be free https://t.co/kCRKlFg4AY,Loomis,1.2,None,chow,0.314265,2992,9877,2016-10-05
783466772167098368,This is Finn. He likes eavesdropping from filing cabinets. It's a real issue but no one has approached him about it. 11/10 would still pet https://t.co/s8W8Del9HQ,Finn,1.1,None,Chihuahua,0.789,2076,7989,2016-10-05
783391753726550016,Meet Godi. He's an avid beachgoer and part time rainbow summoner. Eyeliner flawless af. 13/10 would snug well https://t.co/BO936YdJdi,Godi,1.3,None,Norwegian_elkhound,0.87713,5097,16005,2016-10-04
783347506784731136,RT @dog_rates: This is Kenny. He just wants to be included in the happenings. 11/10 https://t.co/2S6oye3XqK,Kenny,1.1,None,Cardigan,0.611525,5149,0,2016-10-04
783334639985389568,This is Dave. He's currently in a predicament. Doesn't seem to mind tho. 12/10 someone assist Dave https://t.co/nfprKAXqwu,Dave,1.2,None,Cardigan,0.593858,10892,27519,2016-10-04
783085703974514689,This is Earl. He can't catch. Did his best tho. 11/10 would repair confidence with extra pats https://t.co/IsqyvbjFgM,Earl,1.1,None,Chesapeake_Bay_retriever,0.240602,2021,7742,2016-10-03
782747134529531904,This is Deacon. He's the happiest almost dry doggo I've ever seen. 11/10 would smile back https://t.co/C6fUMnHt1H,Deacon,1.1,doggo,golden_retriever,0.560699,1319,7073,2016-10-03
782722598790725632,"This is Penny. She fought a bee and the bee won. 10/10 you're fine Penny, everything's fine https://t.co/zrMVdfFej6",Penny,1.0,None,Irish_setter,0.574557,5019,16309,2016-10-02
782598640137187329,This is Timmy. He's quite large. According to a trusted source it's actually a dog wearing a dog suit. 11/10 https://t.co/BIUchFwHqn,Timmy,1.1,None,malamute,0.8408709999999999,1767,7386,2016-10-02
782305867769217024,This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. 12/10 have fun with taxes https://t.co/pgVKxRw0s1,Sampson,1.2,doggo,briard,0.5044270000000001,5130,15718,2016-10-01
782021823840026624,RT @dog_rates: This is Harper. She scraped her elbow attempting a backflip off a tree. Valiant effort tho. 12/10 https://t.co/oHKJHghrp5,Harper,1.2,None,golden_retriever,0.383223,5742,0,2016-10-01
781661882474196992,Who keeps sending in pictures without dogs in them? This needs to stop. 5/10 for the mediocre road https://t.co/ELqelxWMrC,None,0.5,None,Pembroke,0.438087,2529,9888,2016-09-30
781251288990355457,This is Oakley. He just got yelled at for going 46 in a 45. Churlish af. 11/10 would still pet so well https://t.co/xIYsa6LPA4,Oakley,1.1,None,Mexican_hairless,0.8877709999999999,1930,7928,2016-09-28
781163403222056960,"We normally don't rate lobsters, but this one appears to be a really good lobster. 10/10 would pet with caution https://t.co/YkHc7U7uUy",None,1.0,None,Shetland_sheepdog,0.973841,2585,9282,2016-09-28
780858289093574656,"This is Dash. He's very stylish, but also incredibly unimpressed with the current state of our nation. 10/10 would pet ears first https://t.co/YElO4hvXI6",Dash,1.0,None,Chesapeake_Bay_retriever,0.488555,1868,6808,2016-09-27
780800785462489090,This is Koda. He has a weird relationship with tall grass. Slightly concerning. 11/10 would def still pet https://t.co/KQzSR8eCsw,Koda,1.1,None,Siberian_husky,0.951963,1201,5196,2016-09-27
780601303617732608,Meet Hercules. He can have whatever he wants for the rest of eternity. 12/10 would snug passionately https://t.co/mH0IOyFdIG,Hercules,1.2,None,Saint_Bernard,0.995143,3127,11433,2016-09-27
780543529827336192,Here's a perturbed super floof. 12/10 would snug so damn well https://t.co/VG095mi09Q,None,1.2,None,golden_retriever,0.628312,1628,5954,2016-09-26
780496263422808064,RT @dog_rates: This is Bell. She likes holding hands. 12/10 would definitely pet with other hand https://t.co/BXIuvkQO9b,Bell,1.2,None,pug,0.99731,3427,0,2016-09-26
780476555013349377,"RT @Patreon: Well. @dog_rates is on Patreon. 

12/10. 

https://t.co/rnKvzt6RJs https://t.co/v4e2ywe8iO",None,1.2,None,pug,0.919255,103,0,2016-09-26
780459368902959104,"This is Bear. Don't worry, he's not a real bear tho. Contains unreal amounts of squish. 11/10 heteroskedastic af https://t.co/coi4l1T2Sm",Bear,1.1,None,Great_Dane,0.3824909999999999,1004,5000,2016-09-26
780192070812196864,We only rate dogs. Pls stop sending in non-canines like this Urban Floof Giraffe. I can't handle this. 11/10 https://t.co/zHIqpM5Gni,None,1.1,None,vizsla,0.144012,2089,8223,2016-09-25
779834332596887552,This is Scout. He really wants to kiss himself. H*ckin inappropriate. 11/10 narcissistic af https://t.co/x0gV2Ck3AD,Scout,1.1,None,golden_retriever,0.99383,6506,17773,2016-09-25
779056095788752897,Everybody drop what you're doing and look at this dog. 13/10 must be super h*ckin rare https://t.co/I1bJUzUEW5,None,1.3,None,Chihuahua,0.721188,4212,13910,2016-09-22
778990705243029504,This is Jay. He's really h*ckin happy about the start of fall. Sneaky tongue slip in 2nd pic. 11/10 snuggly af https://t.co/vyx1X5eyWI,Jay,1.1,None,cocker_spaniel,0.7153510000000001,6662,18761,2016-09-22
778748913645780993,"This is Mya (pronounced ""mmmyah?""). Her head is round af. 11/10 would pat accordingly https://t.co/1dpEuALnY0",Mya,1.1,None,Staffordshire_bullterrier,0.351434,1208,6464,2016-09-22
778650543019483137,"Meet Strider. He thinks he's a sorority girl. Already wants to go to NYC for a weekend to say he's ""studied abroad"" 10/10 https://t.co/KYZkPuiC1l",Strider,1.0,None,German_shepherd,0.515699,1392,5430,2016-09-21
778624900596654080,This is Penny. She's a sailor pup. 11/10 would take to the open seas with https://t.co/0rRxyBQt32,Penny,1.1,None,Airedale,0.786089,943,4342,2016-09-21
778408200802557953,RIP Loki. Thank you for the good times. You will be missed by many. 14/10 https://t.co/gJKD9pst5A,None,1.4,None,Pembroke,0.8483620000000001,4010,12875,2016-09-21
778383385161035776,This is Nala. She's a future Dogue model. Won't respond to my texts. 13/10 would be an honor to pet https://t.co/zP1IvAATWv,Nala,1.3,None,collie,0.3452659999999999,1019,5508,2016-09-21
778286810187399168,This is Stanley. He has too much skin. Isn't happy about it. Quite pupset actually. Still 11/10 would comfort https://t.co/hhTfnPrWfb,Stanley,1.1,None,Boston_bull,0.3220699999999999,3064,9746,2016-09-20
778039087836069888,Evolution of a pupper yawn featuring Max. 12/10 groundbreaking stuff https://t.co/t8Y4x9DmVD,None,1.2,pupper,German_shepherd,0.717776,2467,7997,2016-09-20
778027034220126208,This is Sophie. She's a Jubilant Bush Pupper. Super h*ckin rare. Appears at random just to smile at the locals. 11.27/10 would smile back https://t.co/QFaUiIHxHq,Sophie,1.7,pupper,clumber,0.946718,1494,6202,2016-09-20
777885040357281792,This is Wesley. He's clearly trespassing. Seems rather h*ckin violent too. Weaponized forehead. 3/10 wouldn't let in https://t.co/pL7wbMRW7M,Wesley,0.3,None,Afghan_hound,0.123529,1517,5999,2016-09-19
